model_name,pair_name,family,item_index,entity,prompt,gold_answer,generated_text,pred_phrase,pred_clean,exact_family_match,gold_token_count,gold_token_mode,first_gold_token_id,first_gold_token_str,top1_token,top1_matches_first_gold,first_token_margin,first_token_rank,first_token_prob,top10_tokens,item_quality
Qwen/Qwen2.5-3B,capital__language,capital,9,Turkey,The capital of Turkey is,ankara,The capital of Turkey is Ankara. The capital of the United States,ankara,ankara,1,2,leading_space,70472, ank,Ankara,0,8.960857450962067,844,1.0621194633131381e-05, Ankara |  Istanbul |  ______ |  __ |  ____ | :\n | \n |  ( | ____ |  the,generation_ok_but_logit_weak
Qwen/Qwen2.5-3B,capital__language,capital,10,Poland,The capital of Poland is,warsaw,The capital of Poland is Warsaw. Warsaw is the capital of Poland,warsaw,warsaw,1,2,leading_space,24936, wars,Warsaw,0,12.180568516254425,118,0.0002061267150565982, Warsaw |  __ |  located |  ____ |  ______ | \n |  ___ | :\n |  the |  a,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,11,Netherlands,The capital of Netherlands is,amsterdam,The capital of Netherlands is Amsterdam. The capital of Belgium is Brussels,amsterdam,amsterdam,1,1,leading_space,55939, amsterdam,Amsterdam,0,12.207343608140945,75,0.00043140779598616064, Amsterdam |  __ |  ____ | \n |  The |  ______ |  ( | ____ | :\n |  the,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,12,Sweden,The capital of Sweden is,stockholm,The capital of Sweden is Stockholm. Stockholm is the capital of Sweden,stockholm,stockholm,1,1,leading_space,92090, stockholm,Stockholm,0,11.358823537826538,206,7.702674338361248e-05, Stockholm |  __ |  ______ |  ____ | \n | ____ |  ( |  the |  a |  located,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,13,Norway,The capital of Norway is,oslo,The capital of Norway is Oslo. The city is located on the,oslo,oslo,1,1,leading_space,36262, oslo,Oslo,0,11.130572080612183,228,5.090750346425921e-05, Oslo |  ______ |  __ |  ____ | ____ | \n |  A |  ___ |  ( |  the,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,14,Denmark,The capital of Denmark is,copenhagen,The capital of Denmark is Copenhagen. The city is located on the,copenhagen,copenhagen,1,2,leading_space,272, c,Copenhagen,0,13.281783878803253,55,0.0006040511070750654, Copenhagen |  __ |  ______ |  ____ | \n | ____ |  ( |  the |  ___ |  A,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,15,Finland,The capital of Finland is,helsinki,The capital of Finland is Helsinki. Helsinki is the capital of Finland,helsinki,helsinki,1,2,leading_space,305, h,Helsinki,0,11.128929525613785,281,5.02620059705805e-05, Helsinki |  __ |  ______ |  ____ | \n | ____ |  the |  located |  ( |  a,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,16,Hungary,The capital of Hungary is,budapest,The capital of Hungary is Budapest. It is located on the banks,budapest,budapest,1,2,leading_space,36708, bud,Budapest,0,9.987124621868134,478,2.2922484276932664e-05, Budapest |  ____ |  ______ |  __ |  located |  the |  ___ |  ( |  a | \n,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,17,Thailand,The capital of Thailand is,bangkok,The capital of Thailand is Bangkok. The capital of the United States,bangkok,bangkok,1,2,leading_space,25441, bang,Bangkok,0,12.207445621490479,114,0.00016852219414431602, Bangkok |  ______ |  __ |  ____ | ____ | \n |  the |  _____ |  ( |  a,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,18,Vietnam,The capital of Vietnam is,hanoi,The capital of Vietnam is Hanoi. The capital of the United,hanoi,hanoi,1,2,leading_space,305, h,H,0,13.410937190055847,60,0.0012660042848438025, H |  ______ |  __ |  a |  ____ |  located |  the | \n |  Ho | ____,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,19,Egypt,The capital of Egypt is,cairo,The capital of Egypt is Cairo. The city is located in the,cairo,cairo,1,1,leading_space,53648, cairo,Cairo,0,11.617840349674225,174,0.00018999655731022358, Cairo |  __ |  ______ |  ____ | ____ | \n |  ( | :\n |  the |  a,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,20,Portugal,The capital of Portugal is,lisbon,The capital of Portugal is Lisbon. The city is located on the,lisbon,lisbon,1,2,leading_space,40280, lis,Lisbon,0,9.85895448923111,574,1.7457708963775076e-05, Lisbon |  __ | ____ |  ____ |  ______ |  the | \n |  a |  located |  (,generation_ok_but_logit_weak
Qwen/Qwen2.5-3B,capital__language,capital,21,Romania,The capital of Romania is,bucharest,The capital of Romania is Bucharest. It is the largest city,bucharest,bucharest,1,3,leading_space,1031, bu,Buch,0,8.907108962535858,1258,7.560582616861211e-06, Buch |  ______ |  a |  ____ |  located |  the |  __ | ____ |  ( | \n,generation_ok_but_logit_weak
Qwen/Qwen2.5-3B,capital__language,capital,22,Austria,The capital of Austria is,vienna,The capital of Austria is Vienna. It is the largest city in,vienna,vienna,1,2,leading_space,3275, vi,Vienna,0,12.35874855518341,118,0.00020428815332707018, Vienna |  __ |  ______ |  ____ | \n |  the | ____ |  a |  ( |  located,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,23,Belgium,The capital of Belgium is,brussels,The capital of Belgium is Brussels. The capital of the Netherlands is,brussels,brussels,1,2,leading_space,1411, br,Brussels,0,12.03774344921112,123,0.00017445377307012677, Brussels |  __ |  ____ |  ______ | \n |  the |  a |  ( | ____ |  located,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,24,Switzerland,The capital of Switzerland is,bern,The capital of Switzerland is Bern. The city is located in the,bern,bern,1,1,leading_space,89263, bern,Bern,0,10.049520432949066,412,3.244171603000723e-05, Bern |  __ |  ______ | ____ | \n |  ____ |  Zurich |  ( |  Z |  Ber,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,25,Czechia,The capital of Czechia is,prague,The capital of Czechia is Prague. It is the largest city in,prague,prague,1,2,leading_space,548, pr,Prague,0,12.409726828336716,113,0.0003780759288929403, Prague |  __ |  ____ |  ______ |  the |  a |  named | \n |  located |  Br,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,26,Peru,The capital of Peru is,lima,The capital of Peru is Lima. The city is located on the,lima,lima,1,2,leading_space,4568, lim,Lima,0,11.664316356182098,146,0.00018629163969308138, Lima |  __ |  located |  ______ |  ____ | ____ |  the | \n |  a | :\n,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,27,Argentina,The capital of Argentina is,buenos aires,The capital of Argentina is Buenos Aires. The capital of Brazil is,buenos aires,buenos aires,1,4,leading_space,53713, buen,Buenos,0,10.194554448127747,482,2.3731188775855117e-05, Buenos |  __ |  ______ |  ____ |  located | \n |  ( |  the | ____ |  ___,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,28,Colombia,The capital of Colombia is,bogota,The capital of Colombia is Bogotá. It is the second,bogotá,bogota,1,2,leading_space,34419, bog,Bog,0,12.379056870937347,110,0.00038182103889994323, Bog |  __ |  located |  ______ |  the |  ____ | \n |  a |  called |  (,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,29,Saudi Arabia,The capital of Saudi Arabia is,riyadh,The capital of Saudi Arabia is Riyadh. It is the largest city in,riyadh,riyadh,1,3,leading_space,435, r,Riyadh,0,11.176538348197937,263,7.907723193056881e-05, Riyadh |  ______ |  __ |  ____ | ____ |  the |  ( | :\n | \n |  Riy,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,30,Qatar,The capital of Qatar is,doha,The capital of Qatar is Doha. It is located on the,doha,doha,1,2,leading_space,653, do,D,0,9.737826108932495,783,7.8296143328771e-06, D |  ______ |  the |  __ |  a |  ( |  ____ |  located |  called | :\n\n,generation_ok_but_logit_weak
Qwen/Qwen2.5-3B,capital__language,capital,31,UAE,The capital of UAE is,abu dhabi,The capital of UAE is Abu Dhabi. Abu Dhabi is the capital,abu dhabi,abu dhabi,1,4,leading_space,668, ab,Abu,0,12.555119216442108,90,0.0003318779927212745, Abu |  Dubai |  __ | \n | ____ |  ______ |  ( |  the | \n\n |  ____,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,32,Nigeria,The capital of Nigeria is,abuja,The capital of Nigeria is Abuja. It is the capital of,abuja,abuja,1,2,leading_space,668, ab,Abu,0,12.777629137039185,78,0.0003048164362553507, Abu |  __ |  Lagos |  ______ |  ____ | \n | :\n |  the | ____ |  a,keep_borderline
Qwen/Qwen2.5-3B,capital__language,capital,33,Kenya,The capital of Kenya is,nairobi,The capital of Kenya is Nairobi. It is the largest city in,nairobi,nairobi,1,2,leading_space,308, n,Nairobi,0,11.571267247200012,167,8.079878898570314e-05, Nairobi |  ______ |  __ |  ____ |  located |  the | ____ |  a | \n |  (,keep_borderline
Qwen/Qwen2.5-3B,capital__language,language,1,France,The official language of France is,french,The official language of France is French. French is the official language of,french,french,1,1,leading_space,41193, french,French,0,15.22678017616272,32,0.002041509607806802, French |  ____ |  __ | \n |  ______ | :\n |  ( |  the |  .\n | ____,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,2,Germany,The official language of Germany is,german,The official language of Germany is German. The German language is the most,german,german,1,1,leading_space,42527, german,German,0,14.978864908218384,36,0.0016141936648637056, German |  __ |  ____ | \n |  ______ |  the |  ( | :\n |  .\n |  Standard,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,3,Italy,The official language of Italy is,italian,"The official language of Italy is Italian, which is spoken by 9",italian,italian,1,1,leading_space,27948, italian,Italian,0,16.077216506004333,19,0.0029183360747992992, Italian |  __ |  ____ |  the | \n |  ______ |  ( | :\n |  .\n |  called,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,4,Spain,The official language of Spain is,spanish,"The official language of Spain is Spanish, which is also the official language",spanish,spanish,1,1,leading_space,77032, spanish,Spanish,0,15.693652987480164,25,0.0015847047325223684, Spanish |  Cast |  ____ |  __ |  the |  ______ | \n | :\n |  ( |  Catalan,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,5,Russia,The official language of Russia is,russian,The official language of Russia is Russian. The Russian language is the most,russian,russian,1,1,leading_space,63145, russian,Russian,0,14.382374882698059,61,0.000552469224203378, Russian |  __ |  ______ |  ____ |  the | \n |  ( | :\n |  .\n | :\n\n,keep_borderline
Qwen/Qwen2.5-3B,capital__language,language,6,Japan,The official language of Japan is,japanese,The official language of Japan is Japanese. The Japanese language is a member,japanese,japanese,1,1,leading_space,52948, japanese,Japanese,0,14.258123278617859,63,0.0009463519090786576, Japanese |  __ |  ____ |  ______ | \n |  ( | ____ | :\n |  .\n | ?\n,keep_borderline
Qwen/Qwen2.5-3B,capital__language,language,7,South Korea,The official language of South Korea is,korean,The official language of South Korea is Korean. The Korean language is a member,korean,korean,1,2,leading_space,595, k,Korean,0,13.708913207054138,81,0.00042190044769085944, Korean |  __ |  ______ |  ____ | \n |  ( |  the |  Hang |  K | :\n,keep_borderline
Qwen/Qwen2.5-3B,capital__language,language,8,Greece,The official language of Greece is,greek,"The official language of Greece is Greek, which is spoken by 9",greek,greek,1,2,leading_space,342, g,Greek,0,15.369771599769592,38,0.0010059898486360908, Greek |  Modern |  the |  ____ | :\n |  __ |  ______ | \n |  ( |  modern,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,9,Turkey,The official language of Turkey is,turkish,The official language of Turkey is Turkish. Turkish is a Turkic language,turkish,turkish,1,2,leading_space,13232, tur,Turkish,0,14.691426277160645,55,0.00022897394956089556, Turkish |  Ottoman |  the |  ____ |  __ |  Turk |  ______ |  ( | :\n | \n,keep_borderline
Qwen/Qwen2.5-3B,capital__language,language,10,Poland,The official language of Poland is,polish,"The official language of Poland is Polish, which is spoken by 9",polish,polish,1,1,leading_space,44029, polish,Polish,0,17.460277557373047,6,0.006064144894480705, Polish |  the |  __ | \n | :\n |  polish |  ____ |  called |  ( |  ______,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,11,Netherlands,The official language of Netherlands is,dutch,The official language of Netherlands is Dutch. Dutch is a West Germanic,dutch,dutch,1,2,leading_space,10043, dut,Dutch,0,16.13058853149414,10,0.0034688820596784353, Dutch |  the | \n |  English | :\n |  D |  called |  ______ |  Netherlands |  dut,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,12,Sweden,The official language of Sweden is,swedish,"The official language of Sweden is Swedish, which is spoken by 9",swedish,swedish,1,2,leading_space,2021, sw,Swedish,0,15.768959045410156,27,0.002251737518236041, Swedish |  ____ |  the |  ______ |  __ | \n |  ( | :\n |  called |  .\n,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,13,Norway,The official language of Norway is,norwegian,"The official language of Norway is Norwegian, which is divided into two dialect",norwegian,norwegian,1,2,leading_space,6329, nor,Norwegian,0,14.889269709587097,49,0.0010436138836666942, Norwegian |  the |  ______ | \n |  ____ |  __ | :\n |  ( |  Danish |  English,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,14,Denmark,The official language of Denmark is,danish,"The official language of Denmark is Danish, which is spoken by 9",danish,danish,1,2,leading_space,9101, dan,Danish,0,15.147436380386353,42,0.0010705627501010895, Danish |  __ |  ______ |  the |  ____ | \n |  ( | :\n |  called | :\n\n,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,15,Finland,The official language of Finland is,finnish,"The official language of Finland is Finnish, which is a Finno-U",finnish,finnish,1,2,leading_space,1875, fin,Finnish,0,14.43107521533966,59,0.0005835386691614985, Finnish |  __ |  the |  Swedish |  ____ |  ______ | \n |  ( | :\n |  a,keep_borderline
Qwen/Qwen2.5-3B,capital__language,language,16,Hungary,The official language of Hungary is,hungarian,"The official language of Hungary is Hungarian, which is spoken by 9",hungarian,hungarian,1,2,leading_space,18295, hung,Hungarian,0,17.515652298927307,9,0.003987188450992107, Hungarian |  ____ |  Mag |  the |  ______ |  ( | \n |  __ |  hung |  called,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,17,Thailand,The official language of Thailand is,thai,"The official language of Thailand is Thai, which is also known as Si",thai,thai,1,1,leading_space,17936, thai,Thai,0,14.208892941474915,75,0.0005801993538625538, Thai |  the |  ( |  ______ | \n |  called |  __ | :\n |  ____ |  Si,keep_borderline
Qwen/Qwen2.5-3B,capital__language,language,18,Vietnam,The official language of Vietnam is,vietnamese,"The official language of Vietnam is Vietnamese, which is a tonal language",vietnamese,vietnamese,1,2,leading_space,84359, viet,Vietnamese,0,14.12965703010559,64,0.000872898381203413, Vietnamese | \n |  ____ |  __ | :\n |  ( |  ______ |  the |  called |  what,keep_borderline
Qwen/Qwen2.5-3B,capital__language,language,19,Egypt,The official language of Egypt is,arabic,The official language of Egypt is Arabic. The official script is the Arabic,arabic,arabic,1,2,leading_space,51312, arab,Arabic,0,15.298327088356018,41,0.0008154358365572989, Arabic |  Egyptian |  __ |  Modern |  the |  ______ |  ( |  Standard | :\n | \n,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,20,Portugal,The official language of Portugal is,portuguese,"The official language of Portugal is Portuguese, which is also the official language",portuguese,portuguese,1,3,leading_space,2635, port,Portuguese,0,16.29302477836609,17,0.0028381124138832092, Portuguese |  __ |  the |  ____ |  ______ | \n | :\n |  ( |  Spanish | :\n\n,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,21,Romania,The official language of Romania is,romanian,"The official language of Romania is Romanian, which is a Romance language.",romanian,romanian,1,2,leading_space,47776, roman,Romanian,0,15.995132565498352,21,0.0023172181099653244, Romanian |  the |  ____ |  __ |  ______ | \n |  ( | :\n |  called |  a,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,22,Austria,The official language of Austria is,german,The official language of Austria is German. The Austrian dialect is very similar,german,german,1,1,leading_space,42527, german,German,0,15.360644221305847,33,0.0013811460230499506, German |  ____ |  __ | \n |  Austrian |  the |  ______ |  ( | :\n |  Standard,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,23,Belgium,The official language of Belgium is,dutch,"The official language of Belgium is Dutch, but French is also spoken.",dutch,dutch,1,2,leading_space,10043, dut,Dutch,0,14.600461900234222,51,0.0009664117242209613, Dutch |  French |  Flem |  ____ | \n |  ( |  ______ | :\n |  the |  __,keep_borderline
Qwen/Qwen2.5-3B,capital__language,language,24,Switzerland,The official language of Switzerland is,german,"The official language of Switzerland is German, but there are four other official",german,german,1,1,leading_space,42527, german,German,0,14.33873426914215,59,0.0008918414823710918, German | \n |  ____ |  Swiss |  ______ |  __ |  ( |  the | :\n |  not,keep_borderline
Qwen/Qwen2.5-3B,capital__language,language,25,Czechia,The official language of Czechia is,czech,"The official language of Czechia is Czech, which is a West Slavic",czech,czech,1,2,leading_space,272, c,Czech,0,12.689420819282532,101,0.00016060132475104183, Czech |  the |  ____ | \n |  ______ |  called | :\n |  ( |  __ |  German,keep_borderline
Qwen/Qwen2.5-3B,capital__language,language,26,Peru,The official language of Peru is,spanish,"The official language of Peru is Spanish, but Quechua is also",spanish,spanish,1,1,leading_space,77032, spanish,Spanish,0,16.204615354537964,20,0.0011982328724116087, Spanish | :\n |  __ |  Que |  ____ |  ______ | \n |  the |  ( |  called,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,27,Argentina,The official language of Argentina is,spanish,The official language of Argentina is Spanish. The official language of Brazil is,spanish,spanish,1,1,leading_space,77032, spanish,Spanish,0,16.138170838356018,23,0.0013906100066378713, Spanish |  ____ |  __ |  ______ |  the | :\n | \n |  ( |  Cast |  .\n,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,28,Colombia,The official language of Colombia is,spanish,The official language of Colombia is Spanish. The country has a population of,spanish,spanish,1,1,leading_space,77032, spanish,Spanish,0,16.51104974746704,16,0.0014343076618388295, Spanish |  ____ |  __ |  the | :\n | \n |  ______ |  ( |  Cast |  Colombian,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,29,Saudi Arabia,The official language of Saudi Arabia is,arabic,The official language of Saudi Arabia is Arabic. The country is a constitutional monarchy,arabic,arabic,1,2,leading_space,51312, arab,Arabic,0,15.525981664657593,40,0.0010774513939395547, Arabic |  __ |  ______ | :\n |  the |  Modern |  ( |  ____ | \n |  Saudi,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,30,Qatar,The official language of Qatar is,arabic,The official language of Qatar is Arabic. The country has a population of,arabic,arabic,1,2,leading_space,51312, arab,Arabic,0,15.125569820404053,45,0.0008191430824808776, Arabic |  English |  the |  Modern |  ______ | :\n |  __ |  ( |  Standard | \n,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,31,UAE,The official language of UAE is,arabic,The official language of UAE is Arabic. English is also widely spoken and,arabic,arabic,1,2,leading_space,51312, arab,Arabic,0,15.452078938484192,30,0.0012700045481324196, Arabic |  English |  the | :\n | \n |  ( |  __ |  ______ | :\n\n |  which,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,32,Nigeria,The official language of Nigeria is,english,The official language of Nigeria is English. The official language of Nigeria is,english,english,1,1,leading_space,28963, english,English,0,15.133312344551086,40,0.0009128636447712779, English |  ______ |  __ | :\n | \n |  the |  ____ |  ( | :\n\n |  not,keep_strong
Qwen/Qwen2.5-3B,capital__language,language,33,Kenya,The official language of Kenya is,english,"The official language of Kenya is English. However, the official language of",english,english,1,1,leading_space,28963, english,English,0,15.285596489906311,39,0.0006363025167956948, English |  Sw |  Kis |  ______ |  __ |  the | :\n |  ( |  ____ | \n,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,1,walk,The past tense of walk is,walked,The past tense of walk is walked. The past tense of walk is,walked,walked,1,1,leading_space,14858, walked,walked,1,18.9126535654068,1,0.21499931812286377, walked |  walk |  __ |  ____ |  ______ | \n | :\n |  ( |  to | :,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,2,play,The past tense of play is,played,The past tense of play is played. The past tense of play is,played,played,1,1,leading_space,6342, played,played,1,20.094954013824463,1,0.4806552529335022, played |  ______ |  __ |  ____ | \n |  ( |  play | : | :\n | ____,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,3,talk,The past tense of talk is,talked,The past tense of talk is talked. The past tense of talk is,talked,talked,1,1,leading_space,14897, talked,talked,1,18.541456043720245,1,0.122413769364357, talked |  __ |  ____ |  ______ | \n |  talk | ____ |  ( | :\n | :,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,4,work,The past tense of work is,worked,The past tense of work is worked. The past tense of work is,worked,worked,1,1,leading_space,6439, worked,worked,1,18.422070622444153,1,0.256564199924469," worked |  ____ |  __ |  ______ |  ( | :\n | : | \n |  working |  """,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,5,jump,The past tense of jump is,jumped,The past tense of jump is jumped. The past tense of jump is,jumped,jumped,1,1,leading_space,26005, jumped,jumped,1,18.8393394947052,1,0.23108652234077454, jumped |  ____ |  __ |  jump | \n |  ______ | :\n | ____ |  ( | :,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,6,look,The past tense of look is,looked,The past tense of look is looked. The past tense of look is,looked,looked,1,1,leading_space,6966, looked,looked,1,18.626273781061172,1,0.11252521723508835, looked |  __ |  look |  ____ |  ______ | \n |  ( | :\n | : | ____,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,7,live,The past tense of live is,lived,The past tense of live is lived. The past tense of live is,lived,lived,1,1,leading_space,12163, lived,lived,1,18.37490224838257,1,0.18081441521644592, lived |  ______ |  ____ | \n |  __ |  ( | :\n |  to |  live | :,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,8,love,The past tense of love is,loved,The past tense of love is loved. The past tense of love is,loved,loved,1,1,leading_space,10245, loved,loved,1,17.58545956015587,1,0.11416951566934586," loved |  __ |  ____ |  ( |  ______ |  love | \n | : |  "" | :\n",keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,9,wash,The past tense of wash is,washed,The past tense of wash is washed. The past participle is washed,washed,washed,1,1,leading_space,37493, washed,washed,1,19.221197724342346,1,0.3715507686138153, washed |  ______ |  __ |  wash |  ____ | \n |  ( | :\n | : |  _____,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,10,watch,The past tense of watch is,watched,The past tense of watch is watched. The past tense of watch is,watched,watched,1,1,leading_space,15384, watched,watched,1,18.173475801944733,1,0.11253385245800018, watched |  ____ |  watch |  ______ |  __ | \n | :\n |  ( | : |  to,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,11,cook,The past tense of cook is,cooked,The past tense of cook is cooked. The past tense of cook is,cooked,cooked,1,1,leading_space,29105, cooked,cooked,1,19.38543599843979,1,0.37155693769454956, cooked |  cook |  ____ | \n |  __ |  ______ | :\n | : |  ( | ____,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,12,start,The past tense of start is,started,The past tense of start is started. The past tense of start is,started,started,1,1,leading_space,3855, started,started,1,18.774770349264145,1,0.1355583369731903, started |  ____ |  start | \n |  __ |  ______ | :\n |  to | ____ | :,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,13,stop,The past tense of stop is,stopped,The past tense of stop is stopped. The past tense of stop,stopped,stopped,1,1,leading_space,10497, stopped,stop,0,18.212175235152245,2,0.09604861587285995, stop |  stopped |  ____ |  __ | \n |  ______ | :\n | : | ____ |  (,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,14,drop,The past tense of drop is,dropped,The past tense of drop is dropped. The past tense of drop is,dropped,dropped,1,1,leading_space,12226, dropped,dropped,1,18.995286464691162,1,0.21758593618869781, dropped |  ____ |  __ |  ______ | \n | : | :\n |  drop |  to | ____,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,15,study,The past tense of study is,studied,The past tense of study is studied. The past participle of study,studied,studied,1,1,leading_space,19476, studied,studied,1,19.669905930757523,1,0.34070703387260437, studied |  ____ |  ______ |  __ | \n | :\n | : |  ( | ____ |  study,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,16,try,The past tense of try is,tried,The past tense of try is tried. The past participle of try,tried,tried,1,1,leading_space,6679, tried,tried,1,18.99041849374771,1,0.13243255019187927, tried |  __ |  ____ | \n |  ______ |  to |  try | ____ | :\n | :,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,17,learn,The past tense of learn is,learned,The past tense of learn is learned. The past participle of learn,learned,learned,1,1,leading_space,9498, learned,learned,1,19.425953686237335,1,0.1843506097793579, learned |  learnt |  ______ |  ____ |  __ | \n |  learn | : | :\n |  (,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,18,paint,The past tense of paint is,painted,The past tense of paint is painted. The past tense of paint is,painted,painted,1,1,leading_space,23983, painted,painted,1,19.63656508922577,1,0.45398035645484924," painted |  ____ |  ______ |  __ | \n |  to |  paint |  "" |  ' |  p",keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,19,send,The past tense of send is,sent,The past tense of send is sent. The past participle is sent,sent,sent,1,1,leading_space,3208, sent,sent,1,19.45666314661503,1,0.23827719688415527, sent |  send |  ____ |  ______ | \n |  __ | ____ |  ( |  to | :\n,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,20,make,The past tense of make is,made,The past tense of make is made. The past tense of make is,made,made,1,1,leading_space,1865, made,made,1,19.162362217903137,1,0.16910721361637115, made |  ____ |  make |  ______ | \n |  __ |  ( | :\n | ____ | :,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,past_tense,21,keep,The past tense of keep is,kept,The past tense of keep is kept. The past tense of keep is,kept,kept,1,1,leading_space,8604, kept,kept,1,19.05340576171875,1,0.132140651345253, kept |  keep | \n |  ______ |  ____ |  __ | :\n | : | ____ |  (,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,present_participle,1,walk,The present participle of walk is,walking,The present participle of walk is walking. The past participle is walked,walking,walking,1,1,leading_space,11435, walking,walking,1,19.28839862346649,1,0.4069230556488037, walking |  ______ |  __ |  ____ | \n | :\n | : |  walked |  ( | ____,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,present_participle,2,play,The present participle of play is,playing,The present participle of play is playing. The present participle of play,playing,playing,1,1,leading_space,5619, playing,playing,1,19.180320262908936,1,0.39001667499542236, playing |  played |  ______ |  __ |  ____ | \n | :\n | : |  ( | ____,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,present_participle,3,talk,The present participle of talk is,talking,The present participle of talk is talking. The present participle of talk,talking,talking,1,1,leading_space,7404, talking,talking,1,19.605342239141464,1,0.38494065403938293, talking |  __ |  ______ |  ____ | \n | ____ | :\n | : |  ( |  A,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,present_participle,4,work,The present participle of work is,working,The present participle of work is working. The present participle of work,working,working,1,1,leading_space,3238, working,working,1,18.407240360975266,1,0.26055341958999634," working |  ____ |  ______ |  __ |  worked | \n | :\n | : |  ( |  """,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,present_participle,5,jump,The present participle of jump is,jumping,The present participle of jump is jumping. The past participle is jumped,jumping,jumping,1,1,leading_space,29002, jumping,jumping,1,19.18621289730072,1,0.39121657609939575, jumping |  ____ |  ______ | \n |  __ | :\n | ____ | : |  ( |  jumped,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,present_participle,6,look,The present participle of look is,looking,The present participle of look is looking. The present participle of look,looking,looking,1,1,leading_space,3330, looking,looking,1,18.289915919303894,1,0.15805953741073608, looking |  __ |  ____ |  ______ | \n | ____ | :\n | : |  ( |  looked,keep_strong
Qwen/Qwen2.5-3B,past_tense__present_participle,present_participle,7,live,The present participle of live is,living,The present participle of live is living. The present participle is used,living,living,1,1,leading_space,5382, living,living,1,18.331701695919037,1,0.2119080275297165, living |  ______ |  ____ |  __ | \n | :\n | : |  ( | ____ |  _____,keep_strong
